timestamp,frame_ms,perception_ms,state_ms,behavior_ms,object_detection_ms,export_ms,total_loop_ms
2026-05-13T18:32:00.975763+00:00,2.484600,21.976600,0.011900,0.009400,272.691400,5.149800,308.992000
2026-05-13T18:32:02.057224+00:00,2.280400,26.696000,0.010800,0.008200,323.823700,6.359900,362.842900
2026-05-13T18:32:02.985859+00:00,2.610000,18.309800,0.010100,0.006900,244.610400,5.048300,273.460300
2026-05-13T18:32:04.014112+00:00,1.660300,15.911100,0.008700,0.006700,248.277800,5.034200,274.444500
2026-05-13T18:32:04.990858+00:00,32.572800,12.988000,0.007700,0.005100,183.963600,4.693900,236.680000
2026-05-13T18:32:06.046215+00:00,2.206900,15.036700,0.009600,0.008800,220.260900,4.530500,247.816300
2026-05-13T18:32:07.014250+00:00,1.573400,13.483100,0.007400,0.006200,182.671100,4.176700,205.504200
2026-05-13T18:32:08.093243+00:00,2.554600,15.295600,0.009300,0.007000,217.249700,5.125300,243.011200
2026-05-13T18:32:09.070699+00:00,1.728500,15.022500,0.010700,0.012900,183.464800,5.199400,208.623600
2026-05-13T18:32:10.191334+00:00,2.680400,20.895300,0.009300,0.007000,268.931700,5.433000,301.440500
2026-05-13T18:32:11.225307+00:00,2.308000,27.478200,0.013100,0.012100,291.964500,5.721400,332.923700
2026-05-13T18:32:12.330590+00:00,2.150000,31.613700,0.018400,0.013600,356.690400,7.259100,401.646800
2026-05-13T18:32:13.320584+00:00,2.246200,22.633100,0.011100,0.008400,306.091800,6.720600,340.941800
2026-05-13T18:32:14.311510+00:00,2.823200,25.773700,0.012400,0.008900,274.007600,7.056200,313.489600
2026-05-13T18:32:15.290458+00:00,1.684300,15.830400,0.010200,0.006400,247.375900,5.145300,273.550500
2026-05-13T18:32:16.347053+00:00,2.251400,26.201700,0.012200,0.010300,285.726000,6.619400,325.958900
